COUNTY,LANE_TYPE,RURAL_URBAN,ROAD_MILES,TRAVEL_MVM,TOTAL_CRASHES,PDO_CRASHES,INJURY_CRASHES,FATAL_CRASHES,VICTIM_KILLED,VICTIM_INJURED,,,,,,,,,,,,,,,,,,,,,,
COL,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
COL,     4+ DIV EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
COL,     NON FWY,URBAN,3.0 ,10.4 ,5 ,2 ,3 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
COL,     FREEWAY,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
COL,     TOTAL,URBAN,3.0 ,10.4 ,5 ,2 ,3 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
COL,      2 AND 3 LN,COUNTYWIDE,76.1 ,106.8 ,97 ,57 ,38 ,2 ,2 ,59 ,,,,,,,,,,,,,,,,,,,,,,
COL,      4+ UND,COUNTYWIDE,1.2 ,2.5 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
COL,      4+ DIV,COUNTYWIDE,0.8 ,3.3 ,1 ,0 ,1 ,0 ,0 ,1 ,,,,,,,,,,,,,,,,,,,,,,
COL,     SUBTOTAL,COUNTYWIDE,78.1 ,112.6 ,98 ,57 ,39 ,2 ,2 ,60 ,,,,,,,,,,,,,,,,,,,,,,
COL,     2 AND 3 LN EXP,COUNTYWIDE,1.1 ,3.2 ,3 ,2 ,1 ,0 ,0 ,1 ,,,,,,,,,,,,,,,,,,,,,,
COL,     4+ DIV EXP,COUNTYWIDE,1.2 ,3.3 ,2 ,1 ,1 ,0 ,0 ,4 ,,,,,,,,,,,,,,,,,,,,,,
COL,     NON FWY,COUNTYWIDE,80.5 ,119.0 ,103 ,60 ,41 ,2 ,2 ,65 ,,,,,,,,,,,,,,,,,,,,,,
COL,     FREEWAY,COUNTYWIDE,34.3 ,398.3 ,127 ,92 ,33 ,2 ,2 ,49 ,,,,,,,,,,,,,,,,,,,,,,
COL,     TOTAL,COUNTYWIDE,114.8 ,517.3 ,230 ,152 ,74 ,4 ,4 ,114 ,,,,,,,,,,,,,,,,,,,,,,
DN,      2 AND 3 LN,RURAL ,54.8 ,96.7 ,128 ,67 ,58 ,3 ,4 ,95 ,,,,,,,,,,,,,,,,,,,,,,
DN,      4+ UND,RURAL ,0.2 ,0.4 ,3 ,1 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
DN,      4+ DIV,RURAL ,6.2 ,13.0 ,7 ,3 ,4 ,0 ,0 ,8 ,,,,,,,,,,,,,,,,,,,,,,
DN,     SUBTOTAL,RURAL ,61.2 ,110.2 ,138 ,71 ,64 ,3 ,4 ,105 ,,,,,,,,,,,,,,,,,,,,,,
DN,     2 AND 3 LN EXP,RURAL ,14.2 ,31.1 ,29 ,12 ,17 ,0 ,0 ,26 ,,,,,,,,,,,,,,,,,,,,,,
DN,     4+ DIV EXP,RURAL ,4.6 ,6.3 ,3 ,1 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
DN,     NON FWY,RURAL ,80.0 ,147.6 ,170 ,84 ,83 ,3 ,4 ,133 ,,,,,,,,,,,,,,,,,,,,,,
DN,     FREEWAY,RURAL ,1.3 ,2.2 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
DN,     TOTAL,RURAL ,81.3 ,149.7 ,170 ,84 ,83 ,3 ,4 ,133 ,,,,,,,,,,,,,,,,,,,,,,
DN,      2 AND 3 LN,URBAN,0.4 ,0.6 ,3 ,1 ,2 ,0 ,0 ,4 ,,,,,,,,,,,,,,,,,,,,,,
DN,      4+ UND,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
DN,      4+ DIV,URBAN,5.1 ,20.5 ,7 ,5 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
DN,     SUBTOTAL,URBAN,5.5 ,21.1 ,10 ,6 ,4 ,0 ,0 ,6 ,,,,,,,,,,,,,,,,,,,,,,
DN,     2 AND 3 LN EXP,URBAN,4.5 ,12.6 ,4 ,1 ,3 ,0 ,0 ,7 ,,,,,,,,,,,,,,,,,,,,,,
DN,     4+ DIV EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
DN,     NON FWY,URBAN,10.0 ,33.6 ,14 ,7 ,7 ,0 ,0 ,13 ,,,,,,,,,,,,,,,,,,,,,,
DN,     FREEWAY,URBAN,0.2 ,0.5 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
DN,     TOTAL,URBAN,10.2 ,34.1 ,14 ,7 ,7 ,0 ,0 ,13 ,,,,,,,,,,,,,,,,,,,,,,
DN,      2 AND 3 LN,COUNTYWIDE,55.2 ,97.4 ,131 ,68 ,60 ,3 ,4 ,99 ,,,,,,,,,,,,,,,,,,,,,,
DN,      4+ UND,COUNTYWIDE,0.2 ,0.4 ,3 ,1 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
DN,      4+ DIV,COUNTYWIDE,11.3 ,33.5 ,14 ,8 ,6 ,0 ,0 ,10 ,,,,,,,,,,,,,,,,,,,,,,
DN,     SUBTOTAL,COUNTYWIDE,66.6 ,131.3 ,148 ,77 ,68 ,3 ,4 ,111 ,,,,,,,,,,,,,,,,,,,,,,
DN,     2 AND 3 LN EXP,COUNTYWIDE,18.7 ,43.6 ,33 ,13 ,20 ,0 ,0 ,33 ,,,,,,,,,,,,,,,,,,,,,,
DN,     4+ DIV EXP,COUNTYWIDE,4.6 ,6.3 ,3 ,1 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
DN,     NON FWY,COUNTYWIDE,90.0 ,181.2 ,184 ,91 ,90 ,3 ,4 ,146 ,,,,,,,,,,,,,,,,,,,,,,
DN,     FREEWAY,COUNTYWIDE,1.5 ,2.7 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
DN,     TOTAL,COUNTYWIDE,91.4 ,183.8 ,184 ,91 ,90 ,3 ,4 ,146 ,,,,,,,,,,,,,,,,,,,,,,
ED,      2 AND 3 LN,RURAL ,89.9 ,198.0 ,167 ,101 ,61 ,5 ,6 ,96 ,,,,,,,,,,,,,,,,,,,,,,
ED,      4+ UND,RURAL ,5.0 ,23.0 ,10 ,6 ,4 ,0 ,0 ,8 ,,,,,,,,,,,,,,,,,,,,,,
ED,      4+ DIV,RURAL ,2.0 ,9.6 ,6 ,4 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
ED,     SUBTOTAL,RURAL ,97.0 ,230.6 ,183 ,111 ,67 ,5 ,6 ,106 ,,,,,,,,,,,,,,,,,,,,,,
ED,     2 AND 3 LN EXP,RURAL ,6.1 ,6.1 ,5 ,2 ,3 ,0 ,0 ,4 ,,,,,,,,,,,,,,,,,,,,,,
ED,     4+ DIV EXP,RURAL ,5.8 ,36.4 ,21 ,11 ,10 ,0 ,0 ,11 ,,,,,,,,,,,,,,,,,,,,,,
ED,     NON FWY,RURAL ,108.8 ,273.2 ,209 ,124 ,80 ,5 ,6 ,121 ,,,,,,,,,,,,,,,,,,,,,,
ED,     FREEWAY,RURAL ,7.2 ,96.3 ,51 ,33 ,16 ,2 ,2 ,25 ,,,,,,,,,,,,,,,,,,,,,,
ED,     TOTAL,RURAL ,116.0 ,369.5 ,260 ,157 ,96 ,7 ,8 ,146 ,,,,,,,,,,,,,,,,,,,,,,
ED,      2 AND 3 LN,URBAN,26.9 ,62.2 ,76 ,52 ,23 ,1 ,1 ,32 ,,,,,,,,,,,,,,,,,,,,,,
ED,      4+ UND,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
ED,      4+ DIV,URBAN,6.7 ,57.1 ,126 ,100 ,26 ,0 ,0 ,37 ,,,,,,,,,,,,,,,,,,,,,,
ED,     SUBTOTAL,URBAN,33.7 ,119.3 ,202 ,152 ,49 ,1 ,1 ,69 ,,,,,,,,,,,,,,,,,,,,,,
ED,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
ED,     4+ DIV EXP,URBAN,3.9 ,36.1 ,43 ,25 ,17 ,1 ,1 ,22 ,,,,,,,,,,,,,,,,,,,,,,
ED,     NON FWY,URBAN,37.6 ,155.4 ,245 ,177 ,66 ,2 ,2 ,91 ,,,,,,,,,,,,,,,,,,,,,,
ED,     FREEWAY,URBAN,18.6 ,257.7 ,123 ,83 ,39 ,1 ,2 ,49 ,,,,,,,,,,,,,,,,,,,,,,
ED,     TOTAL,URBAN,56.2 ,413.1 ,368 ,260 ,105 ,3 ,4 ,140 ,,,,,,,,,,,,,,,,,,,,,,
ED,      2 AND 3 LN,COUNTYWIDE,116.9 ,260.2 ,243 ,153 ,84 ,6 ,7 ,128 ,,,,,,,,,,,,,,,,,,,,,,
ED,      4+ UND,COUNTYWIDE,5.0 ,23.0 ,10 ,6 ,4 ,0 ,0 ,8 ,,,,,,,,,,,,,,,,,,,,,,
ED,      4+ DIV,COUNTYWIDE,8.8 ,66.7 ,132 ,104 ,28 ,0 ,0 ,39 ,,,,,,,,,,,,,,,,,,,,,,
ED,     SUBTOTAL,COUNTYWIDE,130.6 ,349.9 ,385 ,263 ,116 ,6 ,7 ,175 ,,,,,,,,,,,,,,,,,,,,,,
ED,     2 AND 3 LN EXP,COUNTYWIDE,6.1 ,6.1 ,5 ,2 ,3 ,0 ,0 ,4 ,,,,,,,,,,,,,,,,,,,,,,
ED,     4+ DIV EXP,COUNTYWIDE,9.7 ,72.5 ,64 ,36 ,27 ,1 ,1 ,33 ,,,,,,,,,,,,,,,,,,,,,,
ED,     NON FWY,COUNTYWIDE,146.4 ,428.6 ,454 ,301 ,146 ,7 ,8 ,212 ,,,,,,,,,,,,,,,,,,,,,,
ED,     FREEWAY,COUNTYWIDE,25.8 ,354.0 ,174 ,116 ,55 ,3 ,4 ,74 ,,,,,,,,,,,,,,,,,,,,,,
ED,     TOTAL,COUNTYWIDE,172.2 ,782.6 ,628 ,417 ,201 ,10 ,12 ,286 ,,,,,,,,,,,,,,,,,,,,,,
FRE,      2 AND 3 LN,RURAL ,301.8 ,499.6 ,434 ,234 ,190 ,10 ,12 ,304 ,,,,,,,,,,,,,,,,,,,,,,
FRE,      4+ UND,RURAL ,1.8 ,6.4 ,21 ,13 ,7 ,1 ,1 ,7 ,,,,,,,,,,,,,,,,,,,,,,
FRE,      4+ DIV,RURAL ,3.6 ,34.0 ,34 ,19 ,14 ,1 ,1 ,27 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     SUBTOTAL,RURAL ,307.2 ,540.0 ,489 ,266 ,211 ,12 ,14 ,338 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     2 AND 3 LN EXP,RURAL ,8.4 ,38.7 ,64 ,37 ,26 ,1 ,1 ,34 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     4+ DIV EXP,RURAL ,21.0 ,99.8 ,110 ,64 ,43 ,3 ,3 ,82 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     NON FWY,RURAL ,336.6 ,678.5 ,663 ,367 ,280 ,16 ,18 ,454 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     FREEWAY,RURAL ,67.0 ,"1,009.5 ",333 ,204 ,123 ,6 ,8 ,215 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     TOTAL,RURAL ,403.6 ,"1,688.0 ",996 ,571 ,403 ,22 ,26 ,669 ,,,,,,,,,,,,,,,,,,,,,,
FRE,      2 AND 3 LN,URBAN,39.4 ,74.4 ,60 ,29 ,23 ,8 ,17 ,44 ,,,,,,,,,,,,,,,,,,,,,,
FRE,      4+ UND,URBAN,2.5 ,5.7 ,4 ,4 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
FRE,      4+ DIV,URBAN,4.1 ,14.7 ,6 ,5 ,1 ,0 ,0 ,1 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     SUBTOTAL,URBAN,46.0 ,94.8 ,70 ,38 ,24 ,8 ,17 ,45 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     2 AND 3 LN EXP,URBAN,0.2 ,0.4 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     4+ DIV EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     NON FWY,URBAN,46.3 ,95.2 ,70 ,38 ,24 ,8 ,17 ,45 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     FREEWAY,URBAN,68.3 ,"2,122.9 ","2,087 ","1,465 ",593 ,29 ,29 ,834 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     TOTAL,URBAN,114.5 ,"2,218.1 ","2,157 ","1,503 ",617 ,37 ,46 ,879 ,,,,,,,,,,,,,,,,,,,,,,
FRE,      2 AND 3 LN,COUNTYWIDE,341.3 ,574.0 ,494 ,263 ,213 ,18 ,29 ,348 ,,,,,,,,,,,,,,,,,,,,,,
FRE,      4+ UND,COUNTYWIDE,4.3 ,12.1 ,25 ,17 ,7 ,1 ,1 ,7 ,,,,,,,,,,,,,,,,,,,,,,
FRE,      4+ DIV,COUNTYWIDE,7.7 ,48.7 ,40 ,24 ,15 ,1 ,1 ,28 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     SUBTOTAL,COUNTYWIDE,353.2 ,634.8 ,559 ,304 ,235 ,20 ,31 ,383 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     2 AND 3 LN EXP,COUNTYWIDE,8.6 ,39.1 ,64 ,37 ,26 ,1 ,1 ,34 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     4+ DIV EXP,COUNTYWIDE,21.0 ,99.8 ,110 ,64 ,43 ,3 ,3 ,82 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     NON FWY,COUNTYWIDE,382.9 ,773.6 ,733 ,405 ,304 ,24 ,35 ,499 ,,,,,,,,,,,,,,,,,,,,,,
FRE,     FREEWAY,COUNTYWIDE,135.3 ,"3,132.4 ","2,420 ","1,669 ",716 ,35 ,37 ,"1,049 ",,,,,,,,,,,,,,,,,,,,,,
FRE,     TOTAL,COUNTYWIDE,518.2 ,"3,906.1 ","3,153 ","2,074 ","1,020 ",59 ,72 ,"1,548 ",,,,,,,,,,,,,,,,,,,,,,
GLE,      2 AND 3 LN,RURAL ,75.1 ,75.6 ,56 ,33 ,22 ,1 ,2 ,31 ,,,,,,,,,,,,,,,,,,,,,,
GLE,      4+ UND,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
GLE,      4+ DIV,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     SUBTOTAL,RURAL ,75.1 ,75.6 ,56 ,33 ,22 ,1 ,2 ,31 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     2 AND 3 LN EXP,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     4+ DIV EXP,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     NON FWY,RURAL ,75.1 ,75.6 ,56 ,33 ,22 ,1 ,2 ,31 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     FREEWAY,RURAL ,25.1 ,239.2 ,70 ,43 ,25 ,2 ,3 ,31 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     TOTAL,RURAL ,100.1 ,314.9 ,126 ,76 ,47 ,3 ,5 ,62 ,,,,,,,,,,,,,,,,,,,,,,
GLE,      2 AND 3 LN,URBAN,4.9 ,10.6 ,10 ,3 ,7 ,0 ,0 ,8 ,,,,,,,,,,,,,,,,,,,,,,
GLE,      4+ UND,URBAN,1.4 ,1.8 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
GLE,      4+ DIV,URBAN,0.1 ,0.2 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     SUBTOTAL,URBAN,6.4 ,12.7 ,10 ,3 ,7 ,0 ,0 ,8 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     4+ DIV EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     NON FWY,URBAN,6.4 ,12.7 ,10 ,3 ,7 ,0 ,0 ,8 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     FREEWAY,URBAN,3.8 ,36.6 ,17 ,10 ,7 ,0 ,0 ,14 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     TOTAL,URBAN,10.1 ,49.2 ,27 ,13 ,14 ,0 ,0 ,22 ,,,,,,,,,,,,,,,,,,,,,,
GLE,      2 AND 3 LN,COUNTYWIDE,80.0 ,86.2 ,66 ,36 ,29 ,1 ,2 ,39 ,,,,,,,,,,,,,,,,,,,,,,
GLE,      4+ UND,COUNTYWIDE,1.4 ,1.8 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
GLE,      4+ DIV,COUNTYWIDE,0.1 ,0.2 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     SUBTOTAL,COUNTYWIDE,81.4 ,88.3 ,66 ,36 ,29 ,1 ,2 ,39 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     2 AND 3 LN EXP,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     4+ DIV EXP,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     NON FWY,COUNTYWIDE,81.4 ,88.3 ,66 ,36 ,29 ,1 ,2 ,39 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     FREEWAY,COUNTYWIDE,28.8 ,275.8 ,87 ,53 ,32 ,2 ,3 ,45 ,,,,,,,,,,,,,,,,,,,,,,
GLE,     TOTAL,COUNTYWIDE,110.2 ,364.1 ,153 ,89 ,61 ,3 ,5 ,84 ,,,,,,,,,,,,,,,,,,,,,,
HUM,      2 AND 3 LN,RURAL ,175.8 ,143.7 ,208 ,130 ,74 ,4 ,4 ,101 ,,,,,,,,,,,,,,,,,,,,,,
HUM,      4+ UND,RURAL ,0.9 ,1.5 ,2 ,1 ,1 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
HUM,      4+ DIV,RURAL ,1.5 ,2.9 ,1 ,0 ,1 ,0 ,0 ,1 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     SUBTOTAL,RURAL ,178.2 ,148.1 ,211 ,131 ,76 ,4 ,4 ,104 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     2 AND 3 LN EXP,RURAL ,24.0 ,41.0 ,30 ,17 ,12 ,1 ,1 ,18 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     4+ DIV EXP,RURAL ,18.1 ,41.9 ,43 ,28 ,15 ,0 ,0 ,18 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     NON FWY,RURAL ,220.2 ,231.0 ,284 ,176 ,103 ,5 ,5 ,140 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     FREEWAY,RURAL ,70.5 ,244.4 ,172 ,121 ,47 ,4 ,4 ,58 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     TOTAL,RURAL ,290.7 ,475.5 ,456 ,297 ,150 ,9 ,9 ,198 ,,,,,,,,,,,,,,,,,,,,,,
HUM,      2 AND 3 LN,URBAN,4.4 ,5.4 ,14 ,8 ,6 ,0 ,0 ,7 ,,,,,,,,,,,,,,,,,,,,,,
HUM,      4+ UND,URBAN,0.3 ,2.6 ,4 ,4 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
HUM,      4+ DIV,URBAN,6.1 ,45.9 ,72 ,26 ,45 ,1 ,1 ,64 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     SUBTOTAL,URBAN,10.8 ,53.9 ,90 ,38 ,51 ,1 ,1 ,71 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     2 AND 3 LN EXP,URBAN,4.8 ,12.2 ,19 ,14 ,5 ,0 ,0 ,8 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     4+ DIV EXP,URBAN,7.3 ,78.9 ,44 ,30 ,14 ,0 ,0 ,16 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     NON FWY,URBAN,22.9 ,145.0 ,153 ,82 ,70 ,1 ,1 ,95 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     FREEWAY,URBAN,22.1 ,176.4 ,119 ,100 ,19 ,0 ,0 ,24 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     TOTAL,URBAN,45.0 ,321.4 ,272 ,182 ,89 ,1 ,1 ,119 ,,,,,,,,,,,,,,,,,,,,,,
HUM,      2 AND 3 LN,COUNTYWIDE,180.2 ,149.1 ,222 ,138 ,80 ,4 ,4 ,108 ,,,,,,,,,,,,,,,,,,,,,,
HUM,      4+ UND,COUNTYWIDE,1.2 ,4.1 ,6 ,5 ,1 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
HUM,      4+ DIV,COUNTYWIDE,7.6 ,48.8 ,73 ,26 ,46 ,1 ,1 ,65 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     SUBTOTAL,COUNTYWIDE,189.0 ,202.0 ,301 ,169 ,127 ,5 ,5 ,175 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     2 AND 3 LN EXP,COUNTYWIDE,28.8 ,53.2 ,49 ,31 ,17 ,1 ,1 ,26 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     4+ DIV EXP,COUNTYWIDE,25.4 ,120.8 ,87 ,58 ,29 ,0 ,0 ,34 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     NON FWY,COUNTYWIDE,243.1 ,376.1 ,437 ,258 ,173 ,6 ,6 ,235 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     FREEWAY,COUNTYWIDE,92.6 ,420.8 ,291 ,221 ,66 ,4 ,4 ,82 ,,,,,,,,,,,,,,,,,,,,,,
HUM,     TOTAL,COUNTYWIDE,335.8 ,796.9 ,728 ,479 ,239 ,10 ,10 ,317 ,,,,,,,,,,,,,,,,,,,,,,
IMP,      2 AND 3 LN,RURAL ,206.7 ,188.7 ,113 ,50 ,53 ,10 ,24 ,108 ,,,,,,,,,,,,,,,,,,,,,,
IMP,      4+ UND,RURAL ,1.0 ,1.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
IMP,      4+ DIV,RURAL ,4.3 ,17.8 ,15 ,9 ,5 ,1 ,1 ,8 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     SUBTOTAL,RURAL ,212.0 ,207.4 ,128 ,59 ,58 ,11 ,25 ,116 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     2 AND 3 LN EXP,RURAL ,4.2 ,7.9 ,6 ,3 ,3 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     4+ DIV EXP,RURAL ,70.9 ,375.5 ,150 ,87 ,61 ,2 ,2 ,122 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     NON FWY,RURAL ,287.2 ,590.8 ,284 ,149 ,122 ,13 ,27 ,241 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     FREEWAY,RURAL ,87.6 ,571.5 ,161 ,91 ,56 ,14 ,14 ,82 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     TOTAL,RURAL ,374.8 ,"1,162.3 ",445 ,240 ,178 ,27 ,41 ,323 ,,,,,,,,,,,,,,,,,,,,,,
IMP,      2 AND 3 LN,URBAN,4.7 ,15.5 ,6 ,2 ,4 ,0 ,0 ,7 ,,,,,,,,,,,,,,,,,,,,,,
IMP,      4+ UND,URBAN,2.8 ,18.4 ,9 ,4 ,4 ,1 ,1 ,5 ,,,,,,,,,,,,,,,,,,,,,,
IMP,      4+ DIV,URBAN,8.3 ,60.6 ,27 ,5 ,22 ,0 ,0 ,31 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     SUBTOTAL,URBAN,15.7 ,94.5 ,42 ,11 ,30 ,1 ,1 ,43 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     4+ DIV EXP,URBAN,11.7 ,99.0 ,49 ,24 ,25 ,0 ,0 ,34 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     NON FWY,URBAN,27.5 ,193.5 ,91 ,35 ,55 ,1 ,1 ,77 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     FREEWAY,URBAN,6.1 ,63.2 ,26 ,11 ,14 ,1 ,1 ,15 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     TOTAL,URBAN,33.6 ,256.7 ,117 ,46 ,69 ,2 ,2 ,92 ,,,,,,,,,,,,,,,,,,,,,,
IMP,      2 AND 3 LN,COUNTYWIDE,211.4 ,204.2 ,119 ,52 ,57 ,10 ,24 ,115 ,,,,,,,,,,,,,,,,,,,,,,
IMP,      4+ UND,COUNTYWIDE,3.7 ,19.3 ,9 ,4 ,4 ,1 ,1 ,5 ,,,,,,,,,,,,,,,,,,,,,,
IMP,      4+ DIV,COUNTYWIDE,12.6 ,78.4 ,42 ,14 ,27 ,1 ,1 ,39 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     SUBTOTAL,COUNTYWIDE,227.8 ,301.9 ,170 ,70 ,88 ,12 ,26 ,159 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     2 AND 3 LN EXP,COUNTYWIDE,4.2 ,7.9 ,6 ,3 ,3 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     4+ DIV EXP,COUNTYWIDE,82.7 ,474.6 ,199 ,111 ,86 ,2 ,2 ,156 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     NON FWY,COUNTYWIDE,314.7 ,784.3 ,375 ,184 ,177 ,14 ,28 ,318 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     FREEWAY,COUNTYWIDE,93.7 ,634.7 ,187 ,102 ,70 ,15 ,15 ,97 ,,,,,,,,,,,,,,,,,,,,,,
IMP,     TOTAL,COUNTYWIDE,408.4 ,"1,419.0 ",562 ,286 ,247 ,29 ,43 ,415 ,,,,,,,,,,,,,,,,,,,,,,
INY,      2 AND 3 LN,RURAL ,300.5 ,93.5 ,89 ,53 ,35 ,1 ,1 ,56 ,,,,,,,,,,,,,,,,,,,,,,
